Y,MOE,Participant,EAR,MAR,Circularity
0.0,2.5341447996450084,1.0,0.31268802919800603,0.7923967431033736,0.4328964452600381
0.0,2.3799469810412828,1.0,0.3219396375335031,0.7661992684253854,0.48692348975095
0.0,2.0785501277032923,1.0,0.3312161622053622,0.6884493962493499,0.4560287053974288
0.0,2.509766754015105,1.0,0.3092464181321469,0.7761363790263162,0.4526549965583029
0.0,3.58682101064424,1.0,0.20469072113415224,0.734188979247898,0.3611233527874575
0.0,2.3434541429357725,1.0,0.32224898550081554,0.7551757201287358,0.4698096886156071
0.0,2.1611835605825083,1.0,0.3482198421786516,0.7525669983851373,0.4563309401205002
0.0,2.6222060404039333,1.0,0.2845396045581933,0.7461214698066408,0.3864770575613968
0.0,2.461622941810364,1.0,0.2965421391011872,0.7299749328250027,0.4115423767177484
0.0,2.2176103139674432,1.0,0.35158153553555965,0.7796708394041681,0.4952619889053648
0.0,2.1633156183784203,1.0,0.3335250861409609,0.7215200279697487,0.4533533768631351
0.0,2.1813581331947107,1.0,0.3328201177351375,0.7259998707123632,0.5173291975145584
0.0,2.1517754192925382,1.0,0.3379047353174748,0.7270951035186934,0.4478111067695423
0.0,2.333451919822505,1.0,0.3405395812477108,0.7946327396380227,0.4766089891099674
0.0,2.568477426647944,1.0,0.28408014320565594,0.7296534351826424,0.4292998212286937
0.0,2.810203010981005,1.0,0.24368722389742525,0.6848105703341466,0.4221549598330913
0.0,2.490851597751516,1.0,0.2813348075463117,0.7007632548798457,0.444680009386628
0.0,2.37238072233082,1.0,0.28749637424406954,0.6820508559966375,0.4372340894952072
0.0,2.1990240827739407,1.0,0.31685852735847003,0.6967795324935613,0.4664490628136505
0.0,2.146928657656036,1.0,0.3217457308855164,0.690765130116602,0.4776770109712405
0.0,2.4184724022946567,1.0,0.29189274528014675,0.7059345488900591,0.4372494212987815
0.0,2.0896304783709327,1.0,0.34077203818788143,0.7120876371739806,0.5024964949839418
0.0,2.1701564248891785,1.0,0.3156817925112105,0.6850788702387358,0.5011142328930249
0.0,2.1044684723458733,1.0,0.3310952583275594,0.6967795324935613,0.4804680924501161
0.0,2.164940374651981,1.0,0.3384666233462583,0.7327600583544394,0.5122356118757815
0.0,2.3047488390746445,1.0,0.3231895001440923,0.7448706252582113,0.4822807964078922
0.0,2.6610919747568342,1.0,0.2729084170908039,0.7262343985639291,0.4405658258370995
0.0,2.052680048603654,1.0,0.3549467564209914,0.7285921252219499,0.4953099395260308
0.0,2.161688909390251,1.0,0.32351847255725463,0.6993462941098916,0.5033934142978298
0.0,2.240678613819002,1.0,0.3206488409768609,0.7184710005227021,0.4750324285070585
0.0,2.3795417638626364,1.0,0.3131601143850318,0.7451775709551833,0.4592522554917362
0.0,2.3623958752122545,1.0,0.3119329218618881,0.7369090479494309,0.4384036340322522
0.0,2.2175788521699817,1.0,0.32108256172420363,0.7120258986801568,0.4921291830737429
0.0,2.2392946234581848,1.0,0.320249673779644,0.7171333726589946,0.4708386688183241
0.0,2.9607819006292635,1.0,0.2574691546099579,0.7623100129394808,0.4069345468609341
0.0,2.314486469542524,1.0,0.3355416774640941,0.7766066724582473,0.4657363383394466
0.0,2.4510872112285806,1.0,0.2958458255160068,0.7251439194176462,0.4650088885842621
0.0,2.192437341268497,1.0,0.34877581062778124,0.7646691109515374,0.5000575915541848
0.0,2.562566910654533,1.0,0.2781913058149917,0.7128838351132737,0.4038835907428379
0.0,3.1365481361256267,1.0,0.2262992383607316,0.7097984542870016,0.38037705156575774
0.0,2.2912414272993167,1.0,0.3200310904993766,0.7332684925759486,0.4715701599702072
0.0,2.5748014685313354,1.0,0.275292802805592,0.7088243129399456,0.42003363170369135
0.0,2.9451151540975915,1.0,0.2698345906607564,0.7946939420547142,0.3859378670965815
0.0,2.697770588776277,1.0,0.2858097394549743,0.7710491090874403,0.4288289754258307
0.0,3.1052730400239046,1.0,0.25370291030065456,0.7878168075322257,0.3922433845586153
0.0,2.74192045945898,1.0,0.2782653131539395,0.7629813552945466,0.40652012727665904
0.0,2.443432891864379,1.0,0.3187163354560685,0.7787619772278389,0.4924209347680002
0.0,2.6296758160038065,1.0,0.2993815785516656,0.7872764968743589,0.452879112010585
0.0,2.746021488574891,1.0,0.2943988756239686,0.8084256386757045,0.4394779711450333
0.0,3.0380526173912505,1.0,0.2613317983778913,0.7939397540695153,0.3820914866377156
0.0,2.6116598104277253,1.0,0.3067162716504337,0.8010385598736705,0.4352035499138613
0.0,2.6634643575247425,1.0,0.3055260887966697,0.8137578478038694,0.4435396450968975
0.0,2.5601535474813866,1.0,0.3105993385123274,0.7951819983377072,0.4364300107272647
0.0,3.1846915601086807,1.0,0.2476170567515208,0.7885839507755205,0.3609105822707028
0.0,2.928151369357951,1.0,0.2669997919266772,0.7818158063483877,0.39960345076448217
0.0,2.635245998553268,1.0,0.3013084232314348,0.7940218166510331,0.4396885799456376
0.0,2.5428916970348614,1.0,0.3189526128295068,0.8110619509117277,0.4610889192069361
0.0,2.580480442762344,1.0,0.3057537629397679,0.7889916055670646,0.4295462884994545
0.0,2.6146675568816145,1.0,0.29383212535930103,0.7682733253465358,0.4595879996643777
0.0,2.780542123748044,1.0,0.2933072627352875,0.8155531992367018,0.41722642752865263
0.0,2.2421272684145674,1.0,0.33720764991167845,0.7560624669849674,0.4817285265784139
0.0,2.2789760553315057,1.0,0.337615131019586,0.7694167995112454,0.468470091889782
0.0,2.312702477694241,1.0,0.3354702062590791,0.7758427772079702,0.476018147107538
0.0,2.5664318983286547,1.0,0.3069743086827425,0.7878286577707776,0.4495752716479439
0.0,2.3531446108886125,1.0,0.33905005028509405,0.7978337986498821,0.4846428449563764
0.0,2.09863849181816,1.0,0.3950672257416015,0.8291032867971394,0.5338374586508323
0.0,2.355064980449925,1.0,0.3491520252188083,0.8222757074459843,0.4867110400306274
0.0,2.361506217726205,1.0,0.3284114066608856,0.7755455788018906,0.4742151331642296
0.0,2.6635986086006804,1.0,0.30150456188967845,0.8030871315361051,0.423229753257419
