Y,MOE,Participant,EAR,MAR,Circularity,EAR_mean,MAR_mean,Circularity_mean,MOE_mean,EAR_std,MAR_std,Circularity_std,MOE_std,EAR_N,MAR_N,Circularity_N,MOE_N
0.0,2.5341447996450084,1.0,0.31268802919800603,0.7923967431033736,0.4328964452600381,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,-0.9995514374027981,0.8024371486151637,-0.9488481739463659,0.8771720213241941
0.0,2.3799469810412828,1.0,0.3219396375335031,0.7661992684253854,0.48692348975095,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,-0.0008965223800401633,0.31785789373443046,1.044305966926376,0.2117423169959538
0.0,2.0785501277032923,1.0,0.3312161622053622,0.6884493962493499,0.4560287053974288,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,1.0004479597828322,-1.120295042349594,-0.0954577929800079,-1.0889143383201498
0.0,2.509766754015105,1.0,0.3092464181321469,0.7761363790263162,0.4526549965583029,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,-1.3710524437013163,0.501666360384554,-0.21991993608194835,0.7719703015949694
0.0,3.58682101064424,1.0,0.20469072113415224,0.734188979247898,0.3611233527874575,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,-12.657204744383199,-0.27424200401551707,-3.59668571184889,5.4199212390596685
0.0,2.3434541429357725,1.0,0.32224898550081554,0.7551757201287358,0.4698096886156071,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,0.0324957113598567,0.11395339967949122,0.4129472849847945,0.05426007314492868
0.0,2.1611835605825083,1.0,0.3482198421786516,0.7525669983851373,0.4563309401205002,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,2.83589191320298,0.06569941893354225,-0.08430781438166711,-0.7323156438226932
0.0,2.6222060404039333,1.0,0.2845396045581933,0.7461214698066408,0.3864770575613968,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,-4.038002871716184,-0.05352464652589007,-2.6613422716734316,1.2571940341620178
0.0,2.461622941810364,1.0,0.2965421391011872,0.7299749328250027,0.4115423767177484,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,-2.7424021848495257,-0.3521899551344556,-1.736637891866335,0.5642091087925896
0.0,2.2176103139674432,1.0,0.35158153553555965,0.7796708394041681,0.4952619889053648,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,3.1987662883313153,0.5670438899883548,1.3519280897889627,-0.4888100082622132
0.0,2.1633156183784203,1.0,0.3335250861409609,0.7215200279697487,0.4533533768631351,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,1.2496822715999703,-0.5085818037842401,-0.19415543962287507,-0.7231149002480353
0.0,2.1813581331947107,1.0,0.3328201177351375,0.7259998707123632,0.5173291975145584,0.3219479429789571,0.7490151359260363,0.4586162134694723,2.3308806361298613,0.009264069295935134,0.054062311611824995,0.027106305218950646,0.23172668367636257,1.1735852149714403,-0.42571737181580366,2.1660268181455624,-0.6452537125330755
